make,model,model_year,model_age,drive,barrels08,city_mpg,hwy_mpg,combined_mpg,co2TailpipeGpm,cylinders,engine_displ,drive_type,fuelCost08,fuelType1
Acura,NSX,2000,18,Rear-Wheel Drive,18.311666667,15,22,18,493.72222222,6,3,Rear-Wheel Drive,2600,Premium Gasoline
Acura,NSX,2000,18,Rear-Wheel Drive,18.311666667,15,22,18,493.72222222,6,3.2,Rear-Wheel Drive,2600,Premium Gasoline
BMW,M Coupe,2000,18,Rear-Wheel Drive,17.347894737,17,23,19,467.73684211,6,3.2,Rear-Wheel Drive,2450,Premium Gasoline
BMW,Z3 Coupe,2000,18,Rear-Wheel Drive,17.347894737,17,24,19,467.73684211,6,2.8,Rear-Wheel Drive,2450,Premium Gasoline
BMW,Z3 Coupe,2000,18,Rear-Wheel Drive,17.347894737,17,24,19,467.73684211,6,2.8,Rear-Wheel Drive,2450,Premium Gasoline
BMW,Z3 Roadster,2000,18,Rear-Wheel Drive,17.347894737,17,24,19,467.73684211,6,2.5,Rear-Wheel Drive,2450,Premium Gasoline
BMW,Z3 Roadster,2000,18,Rear-Wheel Drive,16.4805,17,25,20,444.35,6,2.5,Rear-Wheel Drive,2350,Premium Gasoline
BMW,Z3 Roadster,2000,18,Rear-Wheel Drive,17.347894737,17,24,19,467.73684211,6,2.8,Rear-Wheel Drive,2450,Premium Gasoline
BMW,Z3 Roadster,2000,18,Rear-Wheel Drive,17.347894737,17,24,19,467.73684211,6,2.8,Rear-Wheel Drive,2450,Premium Gasoline
BMW,Z8,2000,18,Rear-Wheel Drive,21.974,12,19,15,592.46666667,8,4.9,Rear-Wheel Drive,3100,Premium Gasoline
Chevrolet,Corvette,2000,18,Rear-Wheel Drive,18.311666667,15,23,18,493.72222222,8,5.7,Rear-Wheel Drive,2600,Premium Gasoline
Chevrolet,Corvette,2000,18,Rear-Wheel Drive,17.347894737,16,25,19,467.73684211,8,5.7,Rear-Wheel Drive,2450,Premium Gasoline
Dodge,Viper Convertible,2000,18,Rear-Wheel Drive,23.543571429,11,19,14,634.78571429,10,8,Rear-Wheel Drive,3350,Premium Gasoline
Dodge,Viper Coupe,2000,18,Rear-Wheel Drive,23.543571429,11,19,14,634.78571429,10,8,Rear-Wheel Drive,3350,Premium Gasoline
Ferrari,360 Modena/Spider,2000,18,Rear-Wheel Drive,29.964545455,10,15,11,807.90909091,8,3.6,Rear-Wheel Drive,4250,Premium Gasoline
Ferrari,360 Modena/Spider,2000,18,Rear-Wheel Drive,29.964545455,10,15,11,807.90909091,8,3.6,Rear-Wheel Drive,4250,Premium Gasoline
Ferrari,550 Maranello,2000,18,Rear-Wheel Drive,36.623333333,8,12,9,987.44444444,12,5.5,Rear-Wheel Drive,5200,Premium Gasoline
Honda,Insight,2000,18,Front-Wheel Drive,6.2190566038,49,61,53,167.67924528,3,1,Front-Wheel Drive,750,Regular Gasoline
Honda,S2000,2000,18,Rear-Wheel Drive,16.4805,18,23,20,444.35,4,2,Rear-Wheel Drive,2350,Premium Gasoline
Lotus,Esprit V8,2000,18,Rear-Wheel Drive,20.600625,14,21,16,555.4375,8,3.5,Rear-Wheel Drive,2900,Premium Gasoline
Mazda,MX-5 Miata,2000,18,Rear-Wheel Drive,14.982272727,20,25,22,403.95454545,4,1.8,Rear-Wheel Drive,1750,Regular Gasoline
Mazda,MX-5 Miata,2000,18,Rear-Wheel Drive,13.73375,22,27,24,370.29166667,4,1.8,Rear-Wheel Drive,1600,Regular Gasoline
Mazda,MX-5 Miata,2000,18,Rear-Wheel Drive,14.330869565,21,26,23,386.39130435,4,1.8,Rear-Wheel Drive,1700,Regular Gasoline
Mercedes-B,SL500,2000,18,Rear-Wheel Drive,19.388823529,14,21,17,522.76470588,8,5,Rear-Wheel Drive,2750,Premium Gasoline
Mercedes-B,SL600,2000,18,Rear-Wheel Drive,23.543571429,12,18,14,634.78571429,12,6,Rear-Wheel Drive,3350,Premium Gasoline
Mercedes-B,SLK230 Kompressor,2000,18,Rear-Wheel Drive,14.982272727,20,27,22,403.95454545,4,2.3,Rear-Wheel Drive,2100,Premium Gasoline
Mercedes-B,SLK230 Kompressor,2000,18,Rear-Wheel Drive,14.982272727,19,28,22,403.95454545,4,2.3,Rear-Wheel Drive,2100,Premium Gasoline
Plymouth,Prowler,2000,18,Rear-Wheel Drive,18.311666667,15,21,18,493.72222222,6,3.5,Rear-Wheel Drive,2600,Premium Gasoline
Porsche,Boxster,2000,18,Rear-Wheel Drive,18.311666667,16,23,18,493.72222222,6,2.7,Rear-Wheel Drive,2600,Premium Gasoline
Porsche,Boxster,2000,18,Rear-Wheel Drive,16.4805,17,25,20,444.35,6,2.7,Rear-Wheel Drive,2350,Premium Gasoline
Porsche,Boxster S,2000,18,Rear-Wheel Drive,19.388823529,15,22,17,522.76470588,6,3.2,Rear-Wheel Drive,2750,Premium Gasoline
Porsche,Boxster S,2000,18,Rear-Wheel Drive,18.311666667,16,23,18,493.72222222,6,3.2,Rear-Wheel Drive,2600,Premium Gasoline
Toyota,MR2,2000,18,Front-Wheel Drive,13.73375,22,27,24,370.29166667,4,1.8,Front-Wheel Drive,1600,Regular Gasoline
Aston Mart,DB-7 Vantage Coupe,2000,18,Rear-Wheel Drive,27.4675,10,17,12,740.58333333,12,5.9,Rear-Wheel Drive,3900,Premium Gasoline
Aston Mart,DB-7 Vantage Coupe,2000,18,Rear-Wheel Drive,27.4675,10,17,12,740.58333333,12,5.9,Rear-Wheel Drive,3900,Premium Gasoline
Aston Mart,DB-7 Vantage Volant,2000,18,Rear-Wheel Drive,27.4675,10,17,12,740.58333333,12,5.9,Rear-Wheel Drive,3900,Premium Gasoline
Aston Mart,DB-7 Vantage Volant,2000,18,Rear-Wheel Drive,27.4675,10,17,12,740.58333333,12,5.9,Rear-Wheel Drive,3900,Premium Gasoline
Audi,TT Coupe,2000,18,Front-Wheel Drive,14.330869565,19,29,23,386.39130435,4,1.8,Front-Wheel Drive,2050,Premium Gasoline
Audi,TT Coupe quattro,2000,18,4-Wheel or All-Wheel Drive,15.695714286,18,26,21,423.19047619,4,1.8,4-Wheel or All-Wheel Drive,2200,Premium Gasoline
BMW,323i Convertible,2000,18,Rear-Wheel Drive,18.311666667,16,22,18,493.72222222,6,2.5,Rear-Wheel Drive,2600,Premium Gasoline
BMW,323i Convertible,2000,18,Rear-Wheel Drive,17.347894737,17,23,19,467.73684211,6,2.5,Rear-Wheel Drive,2450,Premium Gasoline
BMW,M Roadster,2000,18,Rear-Wheel Drive,17.347894737,17,23,19,467.73684211,6,3.2,Rear-Wheel Drive,2450,Premium Gasoline
Jaguar,XK8 Convertible,2000,18,Rear-Wheel Drive,18.311666667,15,22,18,493.72222222,8,4,Rear-Wheel Drive,2600,Premium Gasoline
Jaguar,XKR Convertible,2000,18,Rear-Wheel Drive,19.388823529,14,20,17,522.76470588,8,4,Rear-Wheel Drive,2750,Premium Gasoline
Mercedes-B,CLK320 (Cabriolet),2000,18,Rear-Wheel Drive,16.4805,17,25,20,444.35,6,3.2,Rear-Wheel Drive,2350,Premium Gasoline
Mercedes-B,CLK430 (Cabriolet),2000,18,Rear-Wheel Drive,18.311666667,15,22,18,493.72222222,8,4.3,Rear-Wheel Drive,2600,Premium Gasoline
Porsche,911 Carrera,2000,18,Rear-Wheel Drive,18.311666667,15,23,18,493.72222222,6,3.4,Rear-Wheel Drive,2600,Premium Gasoline
Porsche,911 Carrera,2000,18,4-Wheel or All-Wheel Drive,19.388823529,15,22,17,522.76470588,6,3.4,4-Wheel or All-Wheel Drive,2750,Premium Gasoline
Porsche,911 Carrera,2000,18,Rear-Wheel Drive,18.311666667,15,23,18,493.72222222,6,3.4,Rear-Wheel Drive,2600,Premium Gasoline
Porsche,911 Carrera,2000,18,4-Wheel or All-Wheel Drive,19.388823529,15,22,17,522.76470588,6,3.4,4-Wheel or All-Wheel Drive,2750,Premium Gasoline
Qvale,Detomaso Mangusta,2000,18,Rear-Wheel Drive,15.695714286,17,28,21,423.19047619,8,4.6,Rear-Wheel Drive,1850,Regular Gasoline
Acura,Integra,2000,18,Front-Wheel Drive,14.330869565,21,28,23,386.39130435,4,1.8,Front-Wheel Drive,1700,Regular Gasoline
Acura,Integra,2000,18,Front-Wheel Drive,13.73375,22,28,24,370.29166667,4,1.8,Front-Wheel Drive,1600,Regular Gasoline
Acura,Integra,2000,18,Front-Wheel Drive,13.73375,22,28,24,370.29166667,4,1.8,Front-Wheel Drive,1950,Premium Gasoline
Bentley,Azure,2000,18,Rear-Wheel Drive,27.4675,10,15,12,740.58333333,8,6.7,Rear-Wheel Drive,3900,Premium Gasoline
Bentley,Continental SC,2000,18,Rear-Wheel Drive,27.4675,10,15,12,740.58333333,8,6.7,Rear-Wheel Drive,3900,Premium Gasoline
Bentley,Continental T,2000,18,Rear-Wheel Drive,27.4675,10,15,12,740.58333333,8,6.7,Rear-Wheel Drive,3900,Premium Gasoline
BMW,323ci,2000,18,Rear-Wheel Drive,17.347894737,17,25,19,467.73684211,6,2.5,Rear-Wheel Drive,2450,Premium Gasoline
BMW,323ci,2000,18,Rear-Wheel Drive,15.695714286,18,26,21,423.19047619,6,2.5,Rear-Wheel Drive,2200,Premium Gasoline
BMW,328ci,2000,18,Rear-Wheel Drive,17.347894737,16,25,19,467.73684211,6,2.8,Rear-Wheel Drive,2450,Premium Gasoline
BMW,328ci,2000,18,Rear-Wheel Drive,15.695714286,18,26,21,423.19047619,6,2.8,Rear-Wheel Drive,2200,Premium Gasoline
Chevrolet,Camaro,2000,18,Rear-Wheel Drive,16.4805,17,26,20,444.35,6,3.8,Rear-Wheel Drive,1950,Regular Gasoline
Chevrolet,Camaro,2000,18,Rear-Wheel Drive,15.695714286,17,28,21,423.19047619,6,3.8,Rear-Wheel Drive,1850,Regular Gasoline
Chevrolet,Camaro,2000,18,Rear-Wheel Drive,18.311666667,15,23,18,493.72222222,8,5.7,Rear-Wheel Drive,2600,Premium Gasoline
Chevrolet,Camaro,2000,18,Rear-Wheel Drive,17.347894737,16,25,19,467.73684211,8,5.7,Rear-Wheel Drive,2450,Premium Gasoline
Chevrolet,Cavalier,2000,18,Front-Wheel Drive,14.982272727,20,26,22,403.95454545,4,2.2,Front-Wheel Drive,1750,Regular Gasoline
Chevrolet,Cavalier,2000,18,Front-Wheel Drive,14.330869565,20,29,23,386.39130435,4,2.2,Front-Wheel Drive,1700,Regular Gasoline
Chevrolet,Cavalier,2000,18,Front-Wheel Drive,13.73375,21,31,24,370.29166667,4,2.2,Front-Wheel Drive,1600,Regular Gasoline
Chevrolet,Cavalier,2000,18,Front-Wheel Drive,14.330869565,19,28,23,386.39130435,4,2.4,Front-Wheel Drive,1700,Regular Gasoline
Chevrolet,Cavalier,2000,18,Front-Wheel Drive,13.73375,20,30,24,370.29166667,4,2.4,Front-Wheel Drive,1600,Regular Gasoline
Chevrolet,Metro,2000,18,Front-Wheel Drive,9.1558333333,32,41,36,246.86111111,3,1,Front-Wheel Drive,1100,Regular Gasoline
Chevrolet,Metro,2000,18,Front-Wheel Drive,11.771785714,26,31,28,317.39285714,4,1.3,Front-Wheel Drive,1400,Regular Gasoline
Chevrolet,Metro,2000,18,Front-Wheel Drive,9.6944117647,31,38,34,261.38235294,4,1.3,Front-Wheel Drive,1150,Regular Gasoline
Ferrari,456 MGT/MGA,2000,18,Rear-Wheel Drive,29.964545455,9,14,11,807.90909091,12,5.5,Rear-Wheel Drive,4250,Premium Gasoline
Ferrari,456 MGT/MGA,2000,18,Rear-Wheel Drive,29.964545455,9,15,11,807.90909091,12,5.5,Rear-Wheel Drive,4250,Premium Gasoline
Ford,Escort ZX2,2000,18,Front-Wheel Drive,13.1844,22,30,25,355.48,4,2,Front-Wheel Drive,1550,Regular Gasoline
Ford,Escort ZX2,2000,18,Front-Wheel Drive,13.1844,22,30,25,355.48,4,2,Front-Wheel Drive,1550,Regular Gasoline
Ford,Mustang,2000,18,Rear-Wheel Drive,16.4805,18,25,20,444.35,6,3.8,Rear-Wheel Drive,1950,Regular Gasoline
Ford,Mustang,2000,18,Rear-Wheel Drive,15.695714286,17,26,21,423.19047619,6,3.8,Rear-Wheel Drive,1850,Regular Gasoline
Ford,Mustang,2000,18,Rear-Wheel Drive,18.311666667,16,22,18,493.72222222,8,4.6,Rear-Wheel Drive,2150,Regular Gasoline
Ford,Mustang,2000,18,Rear-Wheel Drive,18.311666667,15,23,18,493.72222222,8,4.6,Rear-Wheel Drive,2150,Regular Gasoline
Ford,Mustang,2000,18,Rear-Wheel Drive,18.311666667,15,23,18,493.72222222,8,4.6,Rear-Wheel Drive,2600,Premium Gasoline
Ford,Mustang,2000,18,Rear-Wheel Drive,23.543571429,12,17,14,634.78571429,8,5.4,Rear-Wheel Drive,3350,Premium Gasoline
Honda,Civic,2000,18,Front-Wheel Drive,12.207777778,24,32,27,329.14814815,4,1.6,Front-Wheel Drive,1450,Regular Gasoline
Honda,Civic,2000,18,Front-Wheel Drive,12.207777778,24,32,27,329.14814815,4,1.6,Front-Wheel Drive,1450,Regular Gasoline
Honda,Civic,2000,18,Front-Wheel Drive,10.987,27,33,30,296.23333333,4,1.6,Front-Wheel Drive,1300,Regular Gasoline
Honda,Civic,2000,18,Front-Wheel Drive,11.771785714,25,32,28,317.39285714,4,1.6,Front-Wheel Drive,1400,Regular Gasoline
Honda,Civic,2000,18,Front-Wheel Drive,13.1844,22,29,25,355.48,4,1.6,Front-Wheel Drive,1850,Premium Gasoline
Honda,Civic HX,2000,18,Front-Wheel Drive,10.632580645,29,35,31,286.67741935,4,1.6,Front-Wheel Drive,1250,Regular Gasoline
Honda,Civic HX,2000,18,Front-Wheel Drive,9.9881818182,30,39,33,269.3030303,4,1.6,Front-Wheel Drive,1200,Regular Gasoline
Honda,Prelude,2000,18,Front-Wheel Drive,15.695714286,19,24,21,423.19047619,4,2.2,Front-Wheel Drive,2200,Premium Gasoline
Honda,Prelude,2000,18,Front-Wheel Drive,14.982272727,20,25,22,403.95454545,4,2.2,Front-Wheel Drive,2100,Premium Gasoline
Hyundai,Tiburon,2000,18,Front-Wheel Drive,14.982272727,19,28,22,403.95454545,4,2,Front-Wheel Drive,1750,Regular Gasoline
Hyundai,Tiburon,2000,18,Front-Wheel Drive,13.73375,21,29,24,370.29166667,4,2,Front-Wheel Drive,1600,Regular Gasoline
Jaguar,XK8,2000,18,Rear-Wheel Drive,18.311666667,16,23,18,493.72222222,8,4,Rear-Wheel Drive,2600,Premium Gasoline
Jaguar,XKR,2000,18,Rear-Wheel Drive,19.388823529,15,21,17,522.76470588,8,4,Rear-Wheel Drive,2750,Premium Gasoline
Lexus,SC,2000,18,Rear-Wheel Drive,17.347894737,17,22,19,467.73684211,6,3,Rear-Wheel Drive,2450,Premium Gasoline
Lexus,SC,2000,18,Rear-Wheel Drive,17.347894737,16,23,19,467.73684211,8,4,Rear-Wheel Drive,2450,Premium Gasoline
Mercedes-B,CLK320,2000,18,Rear-Wheel Drive,15.695714286,18,26,21,423.19047619,6,3.2,Rear-Wheel Drive,2200,Premium Gasoline
Mercedes-B,CLK430,2000,18,Rear-Wheel Drive,17.347894737,16,23,19,467.73684211,8,4.3,Rear-Wheel Drive,2450,Premium Gasoline
Mitsubishi,Eclipse,2000,18,Front-Wheel Drive,15.695714286,18,25,21,423.19047619,4,2.4,Front-Wheel Drive,1850,Regular Gasoline
Mitsubishi,Eclipse,2000,18,Front-Wheel Drive,15.695714286,18,25,21,423.19047619,4,2.4,Front-Wheel Drive,1850,Regular Gasoline
Mitsubishi,Eclipse,2000,18,Front-Wheel Drive,14.330869565,20,28,23,386.39130435,4,2.4,Front-Wheel Drive,1700,Regular Gasoline
Mitsubishi,Eclipse,2000,18,Front-Wheel Drive,16.4805,18,25,20,444.35,6,3,Front-Wheel Drive,2350,Premium Gasoline
Mitsubishi,Eclipse,2000,18,Front-Wheel Drive,15.695714286,18,26,21,423.19047619,6,3,Front-Wheel Drive,2200,Premium Gasoline
Mitsubishi,Mirage,2000,18,Front-Wheel Drive,11.771785714,25,32,28,317.39285714,4,1.5,Front-Wheel Drive,1400,Regular Gasoline
Mitsubishi,Mirage,2000,18,Front-Wheel Drive,10.632580645,28,36,31,286.67741935,4,1.5,Front-Wheel Drive,1250,Regular Gasoline
Mitsubishi,Mirage,2000,18,Front-Wheel Drive,13.1844,22,30,25,355.48,4,1.8,Front-Wheel Drive,1550,Regular Gasoline
Mitsubishi,Mirage,2000,18,Front-Wheel Drive,12.207777778,24,33,27,329.14814815,4,1.8,Front-Wheel Drive,1450,Regular Gasoline
Pontiac,Firebird/Trans Am,2000,18,Rear-Wheel Drive,16.4805,17,26,20,444.35,6,3.8,Rear-Wheel Drive,1950,Regular Gasoline
Pontiac,Firebird/Trans Am,2000,18,Rear-Wheel Drive,15.695714286,17,28,21,423.19047619,6,3.8,Rear-Wheel Drive,1850,Regular Gasoline
Pontiac,Firebird/Trans Am,2000,18,Rear-Wheel Drive,18.311666667,15,23,18,493.72222222,8,5.7,Rear-Wheel Drive,2600,Premium Gasoline
Pontiac,Firebird/Trans Am,2000,18,Rear-Wheel Drive,17.347894737,16,25,19,467.73684211,8,5.7,Rear-Wheel Drive,2450,Premium Gasoline
Pontiac,Sunfire,2000,18,Front-Wheel Drive,14.982272727,20,26,22,403.95454545,4,2.2,Front-Wheel Drive,1750,Regular Gasoline
Pontiac,Sunfire,2000,18,Front-Wheel Drive,14.330869565,20,29,23,386.39130435,4,2.2,Front-Wheel Drive,1700,Regular Gasoline
Pontiac,Sunfire,2000,18,Front-Wheel Drive,13.73375,21,31,24,370.29166667,4,2.2,Front-Wheel Drive,1600,Regular Gasoline
Pontiac,Sunfire,2000,18,Front-Wheel Drive,14.330869565,19,28,23,386.39130435,4,2.4,Front-Wheel Drive,1700,Regular Gasoline
Pontiac,Sunfire,2000,18,Front-Wheel Drive,13.73375,20,30,24,370.29166667,4,2.4,Front-Wheel Drive,1600,Regular Gasoline
Rolls-Royc,Corniche,2000,18,Rear-Wheel Drive,27.4675,10,15,12,740.58333333,8,6.7,Rear-Wheel Drive,3900,Premium Gasoline
Saab,9-3 Convertible,2000,18,Front-Wheel Drive,16.4805,17,24,20,444.35,4,2,Front-Wheel Drive,2350,Premium Gasoline
Saab,9-3 Convertible,2000,18,Front-Wheel Drive,16.4805,18,23,20,444.35,4,2,Front-Wheel Drive,1950,Regular Gasoline
Saab,9-3 Convertible,2000,18,Front-Wheel Drive,14.982272727,19,27,22,403.95454545,4,2,Front-Wheel Drive,1750,Regular Gasoline
Saab,9-3 Convertible,2000,18,Front-Wheel Drive,14.982272727,19,27,22,403.95454545,4,2,Front-Wheel Drive,2100,Premium Gasoline
Saab,9-3 Viggen Converti,2000,18,Front-Wheel Drive,15.695714286,18,27,21,423.19047619,4,2.3,Front-Wheel Drive,2200,Premium Gasoline
Saturn,SC,2000,18,Front-Wheel Drive,12.207777778,23,33,27,329.14814815,4,1.9,Front-Wheel Drive,1450,Regular Gasoline
Saturn,SC,2000,18,Front-Wheel Drive,12.677307692,22,32,26,341.80769231,4,1.9,Front-Wheel Drive,1500,Regular Gasoline
Saturn,SC,2000,18,Front-Wheel Drive,11.365862069,25,36,29,306.44827586,4,1.9,Front-Wheel Drive,1350,Regular Gasoline
Saturn,SC,2000,18,Front-Wheel Drive,12.207777778,23,34,27,329.14814815,4,1.9,Front-Wheel Drive,1450,Regular Gasoline
Subaru,Impreza AWD,2000,18,4-Wheel or All-Wheel Drive,14.982272727,20,26,22,403.95454545,4,2.5,4-Wheel or All-Wheel Drive,1750,Regular Gasoline
Subaru,Impreza AWD,2000,18,4-Wheel or All-Wheel Drive,15.695714286,18,25,21,423.19047619,4,2.5,4-Wheel or All-Wheel Drive,1850,Regular Gasoline
Suzuki,Esteem,2000,18,Front-Wheel Drive,12.677307692,24,31,26,341.80769231,4,1.6,Front-Wheel Drive,1500,Regular Gasoline
Suzuki,Esteem,2000,18,Front-Wheel Drive,11.365862069,26,33,29,306.44827586,4,1.6,Front-Wheel Drive,1350,Regular Gasoline
Suzuki,Esteem,2000,18,Front-Wheel Drive,12.677307692,23,30,26,341.80769231,4,1.8,Front-Wheel Drive,1500,Regular Gasoline
Suzuki,Esteem,2000,18,Front-Wheel Drive,12.207777778,24,32,27,329.14814815,4,1.8,Front-Wheel Drive,1450,Regular Gasoline
Suzuki,Swift,2000,18,Front-Wheel Drive,11.771785714,26,31,28,317.39285714,4,1.3,Front-Wheel Drive,1400,Regular Gasoline
Suzuki,Swift,2000,18,Front-Wheel Drive,9.6944117647,31,38,34,261.38235294,4,1.3,Front-Wheel Drive,1150,Regular Gasoline
Toyota,Camry Solara Conver,2000,18,Front-Wheel Drive,14.330869565,20,28,23,386.39130435,4,2.2,Front-Wheel Drive,1700,Regular Gasoline
Toyota,Camry Solara Conver,2000,18,Front-Wheel Drive,17.347894737,17,24,19,467.73684211,6,3,Front-Wheel Drive,2050,Regular Gasoline
Toyota,Celica,2000,18,Front-Wheel Drive,12.677307692,23,31,26,341.80769231,4,1.8,Front-Wheel Drive,1500,Regular Gasoline
Toyota,Celica,2000,18,Front-Wheel Drive,14.330869565,20,27,23,386.39130435,4,1.8,Front-Wheel Drive,2050,Premium Gasoline
Toyota,Celica,2000,18,Front-Wheel Drive,12.207777778,24,31,27,329.14814815,4,1.8,Front-Wheel Drive,1450,Regular Gasoline
Toyota,Celica,2000,18,Front-Wheel Drive,14.330869565,20,29,23,386.39130435,4,1.8,Front-Wheel Drive,2050,Premium Gasoline
Volkswagen,Cabrio,2000,18,Front-Wheel Drive,14.982272727,19,26,22,403.95454545,4,2,Front-Wheel Drive,1750,Regular Gasoline
Volkswagen,Cabrio,2000,18,Front-Wheel Drive,13.73375,21,28,24,370.29166667,4,2,Front-Wheel Drive,1600,Regular Gasoline
Volkswagen,New Beetle,2000,18,Front-Wheel Drive,14.982272727,19,25,22,403.95454545,4,1.8,Front-Wheel Drive,2100,Premium Gasoline
Volkswagen,New Beetle,2000,18,Front-Wheel Drive,13.73375,22,28,24,370.29166667,4,1.8,Front-Wheel Drive,1950,Premium Gasoline
Volkswagen,New Beetle,2000,18,Front-Wheel Drive,11.581363636,29,40,33,308.48484848,4,1.9,Front-Wheel Drive,1350,Diesel
Volkswagen,New Beetle,2000,18,Front-Wheel Drive,10.0575,35,44,38,267.89473684,4,1.9,Front-Wheel Drive,1150,Diesel
Volkswagen,New Beetle,2000,18,Front-Wheel Drive,14.982272727,19,26,22,403.95454545,4,2,Front-Wheel Drive,1750,Regular Gasoline
Volkswagen,New Beetle,2000,18,Front-Wheel Drive,13.73375,21,28,24,370.29166667,4,2,Front-Wheel Drive,1600,Regular Gasoline
Volvo,C70 Convertible,2000,18,Front-Wheel Drive,17.347894737,17,23,19,467.73684211,5,2.3,Front-Wheel Drive,2450,Premium Gasoline
Volvo,C70 Convertible,2000,18,Front-Wheel Drive,16.4805,18,24,20,444.35,5,2.3,Front-Wheel Drive,2350,Premium Gasoline
Volvo,C70 Convertible,2000,18,Front-Wheel Drive,17.347894737,17,24,19,467.73684211,5,2.4,Front-Wheel Drive,2450,Premium Gasoline
Audi,A4,2000,18,Front-Wheel Drive,15.695714286,18,28,21,423.19047619,4,1.8,Front-Wheel Drive,2200,Premium Gasoline
Audi,A4,2000,18,Front-Wheel Drive,13.73375,21,29,24,370.29166667,4,1.8,Front-Wheel Drive,1950,Premium Gasoline
Audi,A4,2000,18,Front-Wheel Drive,17.347894737,16,24,19,467.73684211,6,2.8,Front-Wheel Drive,2450,Premium Gasoline
Audi,A4,2000,18,Front-Wheel Drive,15.695714286,18,26,21,423.19047619,6,2.8,Front-Wheel Drive,2200,Premium Gasoline
Audi,A4 quattro,2000,18,4-Wheel or All-Wheel Drive,16.4805,17,26,20,444.35,4,1.8,4-Wheel or All-Wheel Drive,2350,Premium Gasoline
Audi,A4 quattro,2000,18,4-Wheel or All-Wheel Drive,14.982272727,19,26,22,403.95454545,4,1.8,4-Wheel or All-Wheel Drive,2100,Premium Gasoline
Audi,A4 quattro,2000,18,4-Wheel or All-Wheel Drive,18.311666667,16,23,18,493.72222222,6,2.8,4-Wheel or All-Wheel Drive,2600,Premium Gasoline
Audi,A4 quattro,2000,18,4-Wheel or All-Wheel Drive,17.347894737,16,23,19,467.73684211,6,2.8,4-Wheel or All-Wheel Drive,2450,Premium Gasoline
Audi,S4,2000,18,4-Wheel or All-Wheel Drive,18.311666667,15,22,18,493.72222222,6,2.7,4-Wheel or All-Wheel Drive,2600,Premium Gasoline
Audi,S4,2000,18,4-Wheel or All-Wheel Drive,18.311666667,15,22,18,493.72222222,6,2.7,4-Wheel or All-Wheel Drive,2600,Premium Gasoline
Bentley,Continental R,2000,18,Rear-Wheel Drive,27.4675,10,15,12,740.58333333,8,6.7,Rear-Wheel Drive,3900,Premium Gasoline
BMW,323i,2000,18,Rear-Wheel Drive,16.4805,17,26,20,444.35,6,2.5,Rear-Wheel Drive,2350,Premium Gasoline
BMW,323i,2000,18,Rear-Wheel Drive,17.347894737,17,25,19,467.73684211,6,2.5,Rear-Wheel Drive,2450,Premium Gasoline
BMW,323i,2000,18,Rear-Wheel Drive,15.695714286,18,26,21,423.19047619,6,2.5,Rear-Wheel Drive,2200,Premium Gasoline
BMW,328i,2000,18,Rear-Wheel Drive,16.4805,17,25,20,444.35,6,2.8,Rear-Wheel Drive,2350,Premium Gasoline
BMW,328i,2000,18,Rear-Wheel Drive,17.347894737,16,25,19,467.73684211,6,2.8,Rear-Wheel Drive,2450,Premium Gasoline
BMW,328i,2000,18,Rear-Wheel Drive,15.695714286,18,26,21,423.19047619,6,2.8,Rear-Wheel Drive,2200,Premium Gasoline
BMW,528i,2000,18,Rear-Wheel Drive,17.347894737,16,24,19,467.73684211,6,2.8,Rear-Wheel Drive,2450,Premium Gasoline
BMW,528i,2000,18,Rear-Wheel Drive,17.347894737,16,24,19,467.73684211,6,2.8,Rear-Wheel Drive,2450,Premium Gasoline
BMW,528i,2000,18,Rear-Wheel Drive,15.695714286,18,26,21,423.19047619,6,2.8,Rear-Wheel Drive,2200,Premium Gasoline
BMW,540i,2000,18,Rear-Wheel Drive,18.311666667,16,22,18,493.72222222,8,4.4,Rear-Wheel Drive,2600,Premium Gasoline
BMW,540i,2000,18,Rear-Wheel Drive,20.600625,14,19,16,555.4375,8,4.4,Rear-Wheel Drive,2900,Premium Gasoline
BMW,540i,2000,18,Rear-Wheel Drive,20.600625,14,21,16,555.4375,8,4.4,Rear-Wheel Drive,2900,Premium Gasoline
BMW,M5,2000,18,Rear-Wheel Drive,21.974,12,19,15,592.46666667,8,4.9,Rear-Wheel Drive,3100,Premium Gasoline
Chevrolet,Prizm,2000,18,Front-Wheel Drive,12.677307692,24,29,26,341.80769231,4,1.8,Front-Wheel Drive,1500,Regular Gasoline
Chevrolet,Prizm,2000,18,Front-Wheel Drive,11.771785714,25,34,28,317.39285714,4,1.8,Front-Wheel Drive,1400,Regular Gasoline
Chevrolet,Prizm,2000,18,Front-Wheel Drive,10.987,27,34,30,296.23333333,4,1.8,Front-Wheel Drive,1300,Regular Gasoline
Chrysler,Sebring,2000,18,Front-Wheel Drive,16.4805,17,25,20,444.35,6,2.5,Front-Wheel Drive,1950,Regular Gasoline
Chrysler,Sebring Convertible,2000,18,Front-Wheel Drive,16.4805,17,25,20,444.35,6,2.5,Front-Wheel Drive,1950,Regular Gasoline
Chrysler,Sebring Convertible,2000,18,Front-Wheel Drive,17.347894737,16,24,19,467.73684211,6,2.5,Front-Wheel Drive,2050,Regular Gasoline
Daewoo,Lanos,2000,18,Front-Wheel Drive,13.1844,21,33,25,355.48,4,1.5,Front-Wheel Drive,1550,Regular Gasoline
